image_path,instruction,action,label
data/raw/images/img_00035.jpg,pick up the red block,PICK,0
data/raw/images/img_00036.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00037.jpg,move the cube away,PUSH,2
data/raw/images/img_00038.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00039.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00040.jpg,pick up the red block,PICK,0
data/raw/images/img_00041.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00042.jpg,move the cube away,PUSH,2
data/raw/images/img_00043.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00044.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00045.jpg,pick up the red block,PICK,0
data/raw/images/img_00046.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00047.jpg,move the cube away,PUSH,2
data/raw/images/img_00048.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00049.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00050.jpg,pick up the red block,PICK,0
data/raw/images/img_00051.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00052.jpg,move the cube away,PUSH,2
data/raw/images/img_00053.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00054.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00055.jpg,pick up the red block,PICK,0
data/raw/images/img_00056.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00057.jpg,move the cube away,PUSH,2
data/raw/images/img_00058.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00059.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00060.jpg,pick up the red block,PICK,0
data/raw/images/img_00061.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00062.jpg,move the cube away,PUSH,2
data/raw/images/img_00063.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00064.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00065.jpg,pick up the red block,PICK,0
data/raw/images/img_00066.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00067.jpg,move the cube away,PUSH,2
data/raw/images/img_00068.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00069.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00070.jpg,pick up the red block,PICK,0
data/raw/images/img_00071.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00072.jpg,move the cube away,PUSH,2
data/raw/images/img_00073.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00074.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00075.jpg,pick up the red block,PICK,0
data/raw/images/img_00076.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00077.jpg,move the cube away,PUSH,2
data/raw/images/img_00078.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00079.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00080.jpg,pick up the red block,PICK,0
data/raw/images/img_00081.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00082.jpg,move the cube away,PUSH,2
data/raw/images/img_00083.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00084.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00085.jpg,pick up the red block,PICK,0
data/raw/images/img_00086.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00087.jpg,move the cube away,PUSH,2
data/raw/images/img_00088.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00089.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00090.jpg,pick up the red block,PICK,0
data/raw/images/img_00091.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00092.jpg,move the cube away,PUSH,2
data/raw/images/img_00093.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00094.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00095.jpg,pick up the red block,PICK,0
data/raw/images/img_00096.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00097.jpg,move the cube away,PUSH,2
data/raw/images/img_00098.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00099.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00100.jpg,pick up the red block,PICK,0
data/raw/images/img_00101.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00102.jpg,move the cube away,PUSH,2
data/raw/images/img_00103.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00104.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00105.jpg,pick up the red block,PICK,0
data/raw/images/img_00106.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00107.jpg,move the cube away,PUSH,2
data/raw/images/img_00108.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00109.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00110.jpg,pick up the red block,PICK,0
data/raw/images/img_00111.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00112.jpg,move the cube away,PUSH,2
data/raw/images/img_00113.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00114.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00115.jpg,pick up the red block,PICK,0
data/raw/images/img_00116.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00117.jpg,move the cube away,PUSH,2
data/raw/images/img_00118.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00119.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00120.jpg,pick up the red block,PICK,0
data/raw/images/img_00121.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00122.jpg,move the cube away,PUSH,2
data/raw/images/img_00123.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00124.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00125.jpg,pick up the red block,PICK,0
data/raw/images/img_00126.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00127.jpg,move the cube away,PUSH,2
data/raw/images/img_00128.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00129.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00130.jpg,pick up the red block,PICK,0
data/raw/images/img_00131.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00132.jpg,move the cube away,PUSH,2
data/raw/images/img_00133.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00134.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00135.jpg,pick up the red block,PICK,0
data/raw/images/img_00136.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00137.jpg,move the cube away,PUSH,2
data/raw/images/img_00138.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00139.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00140.jpg,pick up the red block,PICK,0
data/raw/images/img_00141.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00142.jpg,move the cube away,PUSH,2
data/raw/images/img_00143.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00144.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00145.jpg,pick up the red block,PICK,0
data/raw/images/img_00146.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00147.jpg,move the cube away,PUSH,2
data/raw/images/img_00148.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00149.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00150.jpg,pick up the red block,PICK,0
data/raw/images/img_00151.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00152.jpg,move the cube away,PUSH,2
data/raw/images/img_00153.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00154.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00155.jpg,pick up the red block,PICK,0
data/raw/images/img_00156.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00157.jpg,move the cube away,PUSH,2
data/raw/images/img_00158.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00159.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00160.jpg,pick up the red block,PICK,0
data/raw/images/img_00161.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00162.jpg,move the cube away,PUSH,2
data/raw/images/img_00163.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00164.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00165.jpg,pick up the red block,PICK,0
data/raw/images/img_00166.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00167.jpg,move the cube away,PUSH,2
data/raw/images/img_00168.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00169.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00170.jpg,pick up the red block,PICK,0
data/raw/images/img_00171.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00172.jpg,move the cube away,PUSH,2
data/raw/images/img_00173.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00174.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00175.jpg,pick up the red block,PICK,0
data/raw/images/img_00176.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00177.jpg,move the cube away,PUSH,2
data/raw/images/img_00178.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00179.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00180.jpg,pick up the red block,PICK,0
data/raw/images/img_00181.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00182.jpg,move the cube away,PUSH,2
data/raw/images/img_00183.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00184.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00185.jpg,pick up the red block,PICK,0
data/raw/images/img_00186.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00187.jpg,move the cube away,PUSH,2
data/raw/images/img_00188.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00189.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00190.jpg,pick up the red block,PICK,0
data/raw/images/img_00191.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00192.jpg,move the cube away,PUSH,2
data/raw/images/img_00193.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00194.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00195.jpg,pick up the red block,PICK,0
data/raw/images/img_00196.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00197.jpg,move the cube away,PUSH,2
data/raw/images/img_00198.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00199.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00200.jpg,pick up the red block,PICK,0
data/raw/images/img_00201.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00202.jpg,move the cube away,PUSH,2
data/raw/images/img_00203.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00204.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00205.jpg,pick up the red block,PICK,0
data/raw/images/img_00206.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00207.jpg,move the cube away,PUSH,2
data/raw/images/img_00208.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00209.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00210.jpg,pick up the red block,PICK,0
data/raw/images/img_00211.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00212.jpg,move the cube away,PUSH,2
data/raw/images/img_00213.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00214.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00215.jpg,pick up the red block,PICK,0
data/raw/images/img_00216.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00217.jpg,move the cube away,PUSH,2
data/raw/images/img_00218.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00219.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00220.jpg,pick up the red block,PICK,0
data/raw/images/img_00221.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00222.jpg,move the cube away,PUSH,2
data/raw/images/img_00223.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00224.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00225.jpg,pick up the red block,PICK,0
data/raw/images/img_00226.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00227.jpg,move the cube away,PUSH,2
data/raw/images/img_00228.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00229.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00230.jpg,pick up the red block,PICK,0
data/raw/images/img_00231.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00232.jpg,move the cube away,PUSH,2
data/raw/images/img_00233.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00234.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00235.jpg,pick up the red block,PICK,0
data/raw/images/img_00236.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00237.jpg,move the cube away,PUSH,2
data/raw/images/img_00238.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00239.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00240.jpg,pick up the red block,PICK,0
data/raw/images/img_00241.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00242.jpg,move the cube away,PUSH,2
data/raw/images/img_00243.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00244.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00245.jpg,pick up the red block,PICK,0
data/raw/images/img_00246.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00247.jpg,move the cube away,PUSH,2
data/raw/images/img_00248.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00249.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00250.jpg,pick up the red block,PICK,0
data/raw/images/img_00251.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00252.jpg,move the cube away,PUSH,2
data/raw/images/img_00253.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00254.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00255.jpg,pick up the red block,PICK,0
data/raw/images/img_00256.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00257.jpg,move the cube away,PUSH,2
data/raw/images/img_00258.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00259.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00260.jpg,pick up the red block,PICK,0
data/raw/images/img_00261.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00262.jpg,move the cube away,PUSH,2
data/raw/images/img_00263.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00264.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00265.jpg,pick up the red block,PICK,0
data/raw/images/img_00266.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00267.jpg,move the cube away,PUSH,2
data/raw/images/img_00268.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00269.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00270.jpg,pick up the red block,PICK,0
data/raw/images/img_00271.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00272.jpg,move the cube away,PUSH,2
data/raw/images/img_00273.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00274.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00275.jpg,pick up the red block,PICK,0
data/raw/images/img_00276.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00277.jpg,move the cube away,PUSH,2
data/raw/images/img_00278.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00279.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00280.jpg,pick up the red block,PICK,0
data/raw/images/img_00281.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00282.jpg,move the cube away,PUSH,2
data/raw/images/img_00283.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00284.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00285.jpg,pick up the red block,PICK,0
data/raw/images/img_00286.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00287.jpg,move the cube away,PUSH,2
data/raw/images/img_00288.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00289.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00290.jpg,pick up the red block,PICK,0
data/raw/images/img_00291.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00292.jpg,move the cube away,PUSH,2
data/raw/images/img_00293.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00294.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00295.jpg,pick up the red block,PICK,0
data/raw/images/img_00296.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00297.jpg,move the cube away,PUSH,2
data/raw/images/img_00298.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00299.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00300.jpg,pick up the red block,PICK,0
data/raw/images/img_00301.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00302.jpg,move the cube away,PUSH,2
data/raw/images/img_00303.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00304.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00305.jpg,pick up the red block,PICK,0
data/raw/images/img_00306.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00307.jpg,move the cube away,PUSH,2
data/raw/images/img_00308.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00309.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00310.jpg,pick up the red block,PICK,0
data/raw/images/img_00311.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00312.jpg,move the cube away,PUSH,2
data/raw/images/img_00313.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00314.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00315.jpg,pick up the red block,PICK,0
data/raw/images/img_00316.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00317.jpg,move the cube away,PUSH,2
data/raw/images/img_00318.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00319.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00320.jpg,pick up the red block,PICK,0
data/raw/images/img_00321.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00322.jpg,move the cube away,PUSH,2
data/raw/images/img_00323.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00324.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00325.jpg,pick up the red block,PICK,0
data/raw/images/img_00326.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00327.jpg,move the cube away,PUSH,2
data/raw/images/img_00328.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00329.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00330.jpg,pick up the red block,PICK,0
data/raw/images/img_00331.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00332.jpg,move the cube away,PUSH,2
data/raw/images/img_00333.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00334.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00335.jpg,pick up the red block,PICK,0
data/raw/images/img_00336.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00337.jpg,move the cube away,PUSH,2
data/raw/images/img_00338.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00339.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00340.jpg,pick up the red block,PICK,0
data/raw/images/img_00341.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00342.jpg,move the cube away,PUSH,2
data/raw/images/img_00343.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00344.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00345.jpg,pick up the red block,PICK,0
data/raw/images/img_00346.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00347.jpg,move the cube away,PUSH,2
data/raw/images/img_00348.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00349.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00350.jpg,pick up the red block,PICK,0
data/raw/images/img_00351.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00352.jpg,move the cube away,PUSH,2
data/raw/images/img_00353.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00354.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00355.jpg,pick up the red block,PICK,0
data/raw/images/img_00356.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00357.jpg,move the cube away,PUSH,2
data/raw/images/img_00358.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00359.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00360.jpg,pick up the red block,PICK,0
data/raw/images/img_00361.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00362.jpg,move the cube away,PUSH,2
data/raw/images/img_00363.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00364.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00365.jpg,pick up the red block,PICK,0
data/raw/images/img_00366.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00367.jpg,move the cube away,PUSH,2
data/raw/images/img_00368.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00369.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00370.jpg,pick up the red block,PICK,0
data/raw/images/img_00371.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00372.jpg,move the cube away,PUSH,2
data/raw/images/img_00373.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00374.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00375.jpg,pick up the red block,PICK,0
data/raw/images/img_00376.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00377.jpg,move the cube away,PUSH,2
data/raw/images/img_00378.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00379.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00380.jpg,pick up the red block,PICK,0
data/raw/images/img_00381.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00382.jpg,move the cube away,PUSH,2
data/raw/images/img_00383.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00384.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00385.jpg,pick up the red block,PICK,0
data/raw/images/img_00386.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00387.jpg,move the cube away,PUSH,2
data/raw/images/img_00388.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00389.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00390.jpg,pick up the red block,PICK,0
data/raw/images/img_00391.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00392.jpg,move the cube away,PUSH,2
data/raw/images/img_00393.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00394.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00395.jpg,pick up the red block,PICK,0
data/raw/images/img_00396.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00397.jpg,move the cube away,PUSH,2
data/raw/images/img_00398.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00399.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00400.jpg,pick up the red block,PICK,0
data/raw/images/img_00401.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00402.jpg,move the cube away,PUSH,2
data/raw/images/img_00403.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00404.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00405.jpg,pick up the red block,PICK,0
data/raw/images/img_00406.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00407.jpg,move the cube away,PUSH,2
data/raw/images/img_00408.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00409.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00410.jpg,pick up the red block,PICK,0
data/raw/images/img_00411.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00412.jpg,move the cube away,PUSH,2
data/raw/images/img_00413.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00414.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00415.jpg,pick up the red block,PICK,0
data/raw/images/img_00416.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00417.jpg,move the cube away,PUSH,2
data/raw/images/img_00418.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00419.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00420.jpg,pick up the red block,PICK,0
data/raw/images/img_00421.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00422.jpg,move the cube away,PUSH,2
data/raw/images/img_00423.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00424.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00425.jpg,pick up the red block,PICK,0
data/raw/images/img_00426.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00427.jpg,move the cube away,PUSH,2
data/raw/images/img_00428.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00429.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00430.jpg,pick up the red block,PICK,0
data/raw/images/img_00431.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00432.jpg,move the cube away,PUSH,2
data/raw/images/img_00433.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00434.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00435.jpg,pick up the red block,PICK,0
data/raw/images/img_00436.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00437.jpg,move the cube away,PUSH,2
data/raw/images/img_00438.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00439.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00440.jpg,pick up the red block,PICK,0
data/raw/images/img_00441.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00442.jpg,move the cube away,PUSH,2
data/raw/images/img_00443.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00444.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00445.jpg,pick up the red block,PICK,0
data/raw/images/img_00446.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00447.jpg,move the cube away,PUSH,2
data/raw/images/img_00448.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00449.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00450.jpg,pick up the red block,PICK,0
data/raw/images/img_00451.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00452.jpg,move the cube away,PUSH,2
data/raw/images/img_00453.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00454.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00455.jpg,pick up the red block,PICK,0
data/raw/images/img_00456.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00457.jpg,move the cube away,PUSH,2
data/raw/images/img_00458.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00459.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00460.jpg,pick up the red block,PICK,0
data/raw/images/img_00461.jpg,put the object down carefully,PLACE,1
